"Date","Description","Comments","Check Number","Amount","Balance"
"12/20/2023","Withdrawal ENT CREDIT UNION 8671 PARK MEADOWS CTR D LONE TREE CO Card 3805","","","($40.00)","$333.52"
"12/20/2023","Visa Check  BURGER KING #1996 AURORA CO 12/18/23 Card 3805","","","($11.64)","$321.88"
"12/21/2023","WM SUPERCENTER #2892 Wal-Mart Super Center PARKER CO Card 3805","","","($38.60)","$283.28"
"12/21/2023","Visa Check  DD DOORDASH WENDYS 855-973-1040 CA 12/21/23 Card 3805","","","($18.88)","$264.40"
"12/21/2023","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 12/21/23 Card 3805","","","($12.94)","$251.46"
"12/22/2023","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 12/21/23 Card 3805","","","($25.19)","$226.27"
"12/22/2023","Visa Check  BB DINER AURORA #273 AURORA CO 12/21/23 Card 3805","","","($29.40)","$196.87"
"12/23/2023","Visa Check  GOOGLE *EA Mobile g.co/helppay# CA 12/23/23 Card 3805","","","($2.99)","$193.88"
"12/23/2023","Visa Check  DD DOORDASH TACOBELL 855-973-1040 CA 12/23/23 Card 3805","","","($25.97)","$167.91"
"12/24/2023","ZEL*ANTHONY METCALF Visa Direct AZ 12/24/23 Card 3805","","","$10.00","$177.91"
"12/24/2023","Visa Check  WALGREENS #5261 PARKER CO 12/23/23 Card 3805","","","($6.48)","$171.43"
"12/24/2023","Visa Check  GOOD TIMES DR THRU 148 PARKER CO 12/23/23 Card 3805","","","($10.23)","$161.20"
"12/24/2023","Visa Check  GOOGLE *ROBLOX g.co/helppay# CA 12/24/23 Card 3805","","","($19.99)","$141.21"
"12/25/2023","ZEL*TERI FRANCISCO Visa Direct AZ 12/25/23 Card 3805","","","$150.00","$291.21"
"12/25/2023","Visa Check  ZEL*KORY BROWN Visa Direct AZ 12/25/23 Card 3805","","","($20.00)","$271.21"
"12/25/2023","Visa Check  DD DOORDASH MCDONALDS 855-973-1040 CA 12/25/23 Card 3805","","","($19.34)","$251.87"
"12/26/2023","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 12/25/23 Card 3805","","","($11.95)","$239.92"
"12/27/2023","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 12/27/23 Card 3805","","","($18.65)","$221.27"
"12/27/2023","Visa Check  DD DOORDASH ARBYS 855-973-1040 CA 12/27/23 Card 3805","","","($16.42)","$204.85"
"12/27/2023","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 12/27/23 Card 3805","","","($6.48)","$198.37"
"12/28/2023","Visa Check  #5716 EVERYDAY STORE PARKER CO 12/27/23 Card 3805","","","($40.00)","$158.37"
"12/28/2023","Visa Check  Waffle House PARKER CO 12/28/23 Card 3805","","","($20.61)","$137.76"
"12/29/2023","Visa Check  BURGER KING #10685 PARKER CO 12/27/23 Card 3805","","","($12.52)","$125.24"
"12/29/2023","Visa Check  MCDONALD'S F7462 PARKER CO 12/28/23 Card 3805","","","($13.78)","$111.46"
"12/29/2023","GOOGLE *ROBLOX 855-836-3987 CA Card 3805","","","($19.99)","$91.47"
"12/29/2023","DISHA CORP  : DIRECT DEP   : 9111111101","","","$741.52","$832.99"
"12/29/2023","Visa Check  7-ELEVEN 32923 PARKER CO 12/28/23 Card 3805","","","($5.17)","$827.82"
"12/29/2023","Amazon Prime*0E8832EL3 Amzn.com/bill WA Card 3805","","","($16.19)","$811.63"
"12/30/2023","Visa Check  EINSTEIN BAGELS 1402 AURORA CO 12/29/23 Card 3805","","","($11.97)","$799.66"
"12/30/2023","Visa Check  DD DOORDASH ANTHONYSP 855-973-1040 CA 12/30/23 Card 3805","","","($30.81)","$768.85"
"12/30/2023","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 12/30/23 Card 3805","","","($25.19)","$743.66"
"12/30/2023","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 12/30/23 Card 3805","","","($16.49)","$727.17"
"12/31/2023","Visa Check  GOOGLE *EA Mobile g.co/helppay# CA 12/30/23 Card 3805","","","($2.99)","$724.18"
"12/31/2023","Visa Check  DD DOORDASH MICIHANDC 855-973-1040 CA 12/31/23 Card 3805","","","($47.49)","$676.69"
"12/31/2023","GOOGLE *EA Mobile 855-836-3987 CA Card 3805","","","($2.99)","$673.70"
"12/31/2023","Deposit Dividend Tiered Rate APY Earned  0.06% 12/01/23 to 12/31/23","","","$0.02","$673.72"
"01/01/2024","GOOGLE *EA Mobile 855-836-3987 CA Card 3805","","","($9.99)","$663.73"
"01/01/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/01/24 Card 3805","","","($12.22)","$651.51"
"01/02/2024","AMAZON CORP  : SYF PAYMNT   : 9069872103","","","($262.27)","$389.24"
"01/02/2024","Visa Check  DD DOORDASH CASAMATA 855-973-1040 CA 01/02/24 Card 3805","","","($23.55)","$365.69"
"01/03/2024","Visa Check  Amazon.com*5E0GP2RD3 Amzn.com/bill WA 01/03/24 Card 3805","","","($19.78)","$345.91"
"01/03/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/03/24 Card 3805","","","($12.37)","$333.54"
"01/04/2024","GUMRD.COM* PASCIO HTTPSGUMROAD. CA Card 3805","","","($50.00)","$283.54"
"01/04/2024","Visa Check  DD DOORDASH SPICEKITC 855-973-1040 CA 01/04/24 Card 3805","","","($33.61)","$249.93"
"01/05/2024","Visa Check  E 470 EXPRESS TOLLS 303-5373470 CO 01/04/24 Card 3805","","","($31.50)","$218.43"
"01/06/2024","Visa Check  DD DOORDASH MCDONALDS 855-973-1040 CA 01/06/24 Card 3805","","","($25.42)","$193.01"
"01/07/2024","Visa Check  DD DOORDASH GOODTIMES 855-973-1040 CA 01/07/24 Card 3805","","","($12.21)","$180.80"
"01/07/2024","Visa Check  FREAKYS PARKER PARKER CO 01/06/24 Card 3805","","","($27.00)","$153.80"
"01/07/2024","GOOGLE *MAI HUY MAO 855-836-3987 CA Card 3805","","","($8.49)","$145.31"
"01/08/2024","Visa Check  DD DOORDASH CARLSJR. 855-973-1040 CA 01/08/24 Card 3805","","","($23.33)","$121.98"
"01/09/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/09/24 Card 3805","","","($40.04)","$81.94"
"01/10/2024","Visa Check  DD DOORDASH ARTISANPI 855-973-1040 CA 01/10/24 Card 3805","","","($26.94)","$55.00"
"01/10/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/10/24 Card 3805","","","($4.53)","$50.47"
"01/10/2024","ZEL*JERAMIAH JAKUBOWSKI Visa Direct AZ 01/11/24 Card 3805","","","$25.00","$75.47"
"01/10/2024","Withdrawal PAI ISO 17050 E MAINSTREET PARKER CO Card 3805","","","($43.00)","$32.47"
"01/11/2024","Visa Check  DD DOORDASH CASAMATA 855-973-1040 CA 01/11/24 Card 3805","","","($15.82)","$16.65"
"01/11/2024","Visa Check  FUNIMATION PRODUCTIONS HTTPSWWW.FUNI TX 01/11/24 Card 3805","","","($10.86)","$5.79"
"01/16/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$858.79","$864.58"
"01/16/2024","Visa Check  GITHUB, INC. HTTPSGITHUB.C CA 01/16/24 Card 3805","","","($10.00)","$854.58"
"01/17/2024","Visa Check  CHIPOTLE 0059 PARKER CO 01/16/24 Card 3805","","","($15.17)","$839.41"
"01/17/2024","Visa Check  DD DOORDASH MICIHANDC 855-973-1040 CA 01/17/24 Card 3805","","","($22.94)","$816.47"
"01/17/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/17/24 Card 3805","","","($35.87)","$780.60"
"01/17/2024","T SQUARE 17050 E MAIN STREE US PARKER CO 5541 Card 3805","","","($14.87)","$765.73"
"01/18/2024","Visa Check  DD DOORDASH CHILISGRI 855-973-1040 CA 01/18/24 Card 3805","","","($22.15)","$743.58"
"01/18/2024","FACTOR75 188-857-3572 IL Card 3805","","","($12.35)","$731.23"
"01/18/2024","FACTOR75 188-857-3572 IL Card 3805","","","($64.84)","$666.39"
"01/18/2024","Visa Check  CHATGPT SUBSCRIPTION HTTPSOPENAI.C CA 01/18/24 Card 3805","","","($20.00)","$646.39"
"01/19/2024","Visa Check  BURGER KING #10685 PARKER CO 01/17/24 Card 3805","","","($15.76)","$630.63"
"01/19/2024","Visa Check  #5716 EVERYDAY STORE PARKER CO 01/17/24 Card 3805","","","($52.03)","$578.60"
"01/19/2024","Visa Check  TWISTERS PAR 21 PARKER CO 01/18/24 Card 3805","","","($8.95)","$569.65"
"01/19/2024","Visa Check  GOOGLE *YouTube Music g.co/helppay# CA 01/19/24 Card 3805","","","($11.76)","$557.89"
"01/19/2024","ZEL*JERAMIAH JAKUBOWSKI Visa Direct AZ 01/19/24 Card 3805","","","$25.00","$582.89"
"01/20/2024","Visa Check  QT 4206 INSIDE PARKER CO 01/19/24 Card 3805","","","($5.63)","$577.26"
"01/20/2024","Visa Check  E 470 EXPRESS TOLLS 303-5373470 CO 01/19/24 Card 3805","","","($27.80)","$549.46"
"01/20/2024","Visa Check  QT 4206 INSIDE PARKER CO 01/19/24 Card 3805","","","($6.24)","$543.22"
"01/20/2024","Visa Check  CHICK-FIL-A #1111 PARKER CO 01/19/24 Card 3805","","","($20.20)","$523.02"
"01/21/2024","Visa Check  BURGER KING #1996 AURORA CO 01/19/24 Card 3805","","","($11.64)","$511.38"
"01/21/2024","Visa Check  DD DOORDASH MCDONALDS 855-973-1040 CA 01/21/24 Card 3805","","","($30.12)","$481.26"
"01/22/2024","ZEL*TERI FRANCISCO Visa Direct AZ 01/22/24 Card 3805","","","$150.00","$631.26"
"01/22/2024","Visa Check  DD DOORDASH CAPRIOTTI 855-973-1040 CA 01/22/24 Card 3805","","","($20.28)","$610.98"
"01/22/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/22/24 Card 3805","","","($6.48)","$604.50"
"01/22/2024","Withdrawal ENT CREDIT UNION 8671 PARK MEADOWS CTR D LONE TREE CO Card 3805","","","($60.00)","$544.50"
"01/23/2024","Visa Check  MT FUJI HIBACHI&SUSHI AURORA CO 01/22/24 Card 3805","","","($59.56)","$484.94"
"01/24/2024","Visa Check  DD DOORDASH PARRYSPIZ 855-973-1040 CA 01/24/24 Card 3805","","","($27.73)","$457.21"
"01/24/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/24/24 Card 3805","","","($45.11)","$412.10"
"01/25/2024","WM SUPERCENTER #2892 Wal-Mart Super Center PARKER CO Card 3805","","","($18.99)","$393.11"
"01/26/2024","Visa Check  CIRCLE K # 41166 AURORA CO 01/25/24 Card 3805","","","($15.77)","$377.34"
"01/26/2024","Visa Check  MCDONALD'S F7462 PARKER CO 01/25/24 Card 3805","","","($27.70)","$349.64"
"01/26/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$698.37","$1,048.01"
"01/26/2024","Visa Check  CONOCO - SEI 21493 AURORA CO 01/26/24 Card 3805","","","($5.39)","$1,042.62"
"01/26/2024","Visa Check  ZEL*Pamela Spengler Visa Direct AZ 01/27/24 Card 3805","","","($20.00)","$1,022.62"
"01/27/2024","Visa Check  STEAMGAMES.COM 42595229 425-8899642 WA 01/27/24 Card 3805","","","($30.89)","$991.73"
"01/27/2024","Visa Check  CHIPOTLE ONLINE 949-524-4000 CA 01/27/24 Card 3805","","","($15.28)","$976.45"
"01/27/2024","FACTOR75 Pending credit/return for $12.35 on card 3805","","","",""
"01/27/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/27/24 Card 3805","","","($14.27)","$962.18"
"01/28/2024","Credit Voucher  FACTOR75 1-888-5735727 IL 01/27/24 Card 3805","","","$12.35","$974.53"
"01/28/2024","Visa Check  NOODLES & CO 173 PARKER CO 01/27/24 Card 3805","","","($11.83)","$962.70"
"01/28/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/28/24 Card 3805","","","($21.14)","$941.56"
"01/28/2024","GOOGLE *EA Mobile 855-836-3987 CA Card 3805","","","($1.99)","$939.57"
"01/29/2024","Visa Check  WL *Steam Purchase 425-9522985 WA 01/29/24 Card 3805","","","($30.89)","$908.68"
"01/29/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/29/24 Card 3805","","","($7.84)","$900.84"
"01/29/2024","Amazon Prime*R20W541B0 Amzn.com/bill WA Card 3805","","","($16.19)","$884.65"
"01/29/2024","Visa Check  ZEL*JERAMIAH JAKUBOWSKI Visa Direct AZ 01/30/24 Card 3805","","","($20.00)","$864.65"
"01/30/2024","Visa Check  #5716 EVERYDAY STORE PARKER CO 01/29/24 Card 3805","","","($50.00)","$814.65"
"01/30/2024","Visa Check  CHIPOTLE 0059 PARKER CO 01/29/24 Card 3805","","","($14.90)","$799.75"
"01/30/2024","GOOGLE *EA Mobile 855-836-3987 CA Card 3805","","","($2.99)","$796.76"
"01/30/2024","Visa Check  DD DOORDASH BLACKJACK 855-973-1040 CA 01/30/24 Card 3805","","","($22.06)","$774.70"
"01/30/2024","ZEL*JERAMIAH JAKUBOWSKI Visa Direct AZ 01/30/24 Card 3805","","","$20.00","$794.70"
"01/30/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/30/24 Card 3805","","","($16.50)","$778.20"
"01/31/2024","GOOGLE *EA Mobile 855-836-3987 CA Card 3805","","","($2.99)","$775.21"
"01/31/2024","AMAZON CORP  : SYF PAYMNT   : 9069872103","","","($258.75)","$516.46"
"01/31/2024","Visa Check  DD DOORDASH TASTEOFPH 855-973-1040 CA 01/31/24 Card 3805","","","($22.00)","$494.46"
"01/31/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 01/31/24 Card 3805","","","($17.77)","$476.69"
"01/31/2024","Visa Check  GOOGLE *EA Mobile g.co/helppay# CA 01/31/24 Card 3805","","","($2.99)","$473.70"
"01/31/2024","Deposit Dividend Tiered Rate APY Earned  0.06% 01/01/24 to 01/31/24","","","$0.02","$473.72"
"02/01/2024","GOOGLE *EA Mobile 855-836-3987 CA Card 3805","","","($1.99)","$471.73"
"02/01/2024","FACTOR75 188-857-3572 IL Card 3805","","","($96.95)","$374.78"
"02/02/2024","Visa Check  MCDONALD'S F7462 PARKER CO 02/01/24 Card 3805","","","($21.24)","$353.54"
"02/02/2024","Visa Check  QT 4206 INSIDE PARKER CO 02/01/24 Card 3805","","","($12.49)","$341.05"
"02/02/2024","GOOGLE *EA Mobile 855-836-3987 CA Card 3805","","","($29.99)","$311.06"
"02/03/2024","Visa Check  MAVERIK #525 AURORA CO 02/02/24 Card 3805","","","($17.80)","$293.26"
"02/03/2024","Visa Check  SCHLOTZSKY'S 1790 GREENWOOD VIL CO 02/03/24 Card 3805","","","($23.55)","$269.71"
"02/04/2024","WM SUPERCENTER #2892 Wal-Mart Super Center PARKER CO Card 3805","","","($14.62)","$255.09"
"02/04/2024","Visa Check  IN-N-OUT LONE TREE LONE TREE CO 02/03/24 Card 3805","","","($19.46)","$235.63"
"02/04/2024","Visa Check  URBAN AIR PARK MEADOWS CENTENNIAL CO 02/03/24 Card 3805","","","($17.50)","$218.13"
"02/05/2024","Visa Check  DD DOORDASH TACOBELL 855-973-1040 CA 02/05/24 Card 3805","","","($17.31)","$200.82"
"02/05/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/05/24 Card 3805","","","($13.78)","$187.04"
"02/06/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/06/24 Card 3805","","","($16.13)","$170.91"
"02/06/2024","TARGET T-2219 11150 S Twenty Mile Rd Parker CO Card 3805","","","($5.04)","$165.87"
"02/07/2024","Visa Check  AMZN Mktp US*RB7XW9362 Amzn.com/bill WA 02/06/24 Card 3805","","","($21.86)","$144.01"
"02/07/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/07/24 Card 3805","","","($8.39)","$135.62"
"02/07/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/07/24 Card 3805","","","($15.70)","$119.92"
"02/08/2024","GOOGLE *EA Mobile 855-836-3987 CA Card 3805","","","($2.99)","$116.93"
"02/09/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$606.17","$723.10"
"02/09/2024","Visa Check  QT 4206 INSIDE PARKER CO 02/08/24 Card 3805","","","($1.46)","$721.64"
"02/09/2024","Visa Check  ORDER.NOODLES.COM HTTPSORDER.NO CO 02/09/24 Card 3805","","","($14.90)","$706.74"
"02/09/2024","Visa Check  E 470 EXPRESS TOLLS 303-5373470 CO 02/09/24 Card 3805","","","($29.45)","$677.29"
"02/10/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/09/24 Card 3805","","","($6.48)","$670.81"
"02/10/2024","GOOGLE *EA Mobile 855-836-3987 CA Card 3805","","","($49.99)","$620.82"
"02/10/2024","Visa Check  CIGNA 877 484 5967 877-484-5967 FL 02/09/24 Card 3805","","","($19.37)","$601.45"
"02/10/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/10/24 Card 3805","","","($17.88)","$583.57"
"02/10/2024","Visa Check  ORDER.NOODLES.COM HTTPSORDER.NO CO 02/10/24 Card 3805","","","($11.83)","$571.74"
"02/11/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/11/24 Card 3805","","","($12.82)","$558.92"
"02/11/2024","KING SOOPERS #0059 1545 S. KIPLING LAKEWOOD CO Card 3805","","","($19.93)","$538.99"
"02/11/2024","Visa Check  FUNIMATION PRODUCTIONS HTTPSWWW.FUNI TX 02/11/24 Card 3805","","","($10.86)","$528.13"
"02/12/2024","Visa Check  CJS WINE SPIRITS LAKEWOOD CO 02/11/24 Card 3805","","","($21.51)","$506.62"
"02/12/2024","Visa Check  TACO BELL 033845 LAKEWOOD CO 02/11/24 Card 3805","","","($10.49)","$496.13"
"02/12/2024","Visa Check  SAFEWAY #2342 LAKEWOOD CO 02/11/24 Card 3805","","","($16.11)","$480.02"
"02/12/2024","DraftKings  : ViaTrustly   : 2481029880","","","($25.00)","$455.02"
"02/12/2024","DraftKings  : ViaTrustly   : 2481029880","","","$24.50","$479.52"
"02/12/2024","Visa Check  ROCKET 6495 CENTENNIAL CO 02/12/24 Card 3805","","","($3.94)","$475.58"
"02/12/2024","Visa Check  ROCKET 6495 CENTENNIAL CO 02/12/24 Card 3805","","","($9.95)","$465.63"
"02/12/2024","Visa Check  GOOGLE *EA Mobile g.co/helppay# CA 02/12/24 Card 3805","","","($2.99)","$462.64"
"02/12/2024","T SQUARE PARKER CO Card 3805","","","($7.76)","$454.88"
"02/13/2024","Visa Check  ORDER.NOODLES.COM HTTPSORDER.NO CO 02/13/24 Card 3805","","","($11.83)","$443.05"
"02/13/2024","Visa Check  GOOGLE *EA Mobile g.co/helppay# CA 02/13/24 Card 3805","","","($1.99)","$441.06"
"02/13/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/13/24 Card 3805","","","($9.71)","$431.35"
"02/14/2024","Visa Check  ACT*Parker Rec/Culture 303-8053273 CO 02/14/24 Card 3805","","","($115.00)","$316.35"
"02/14/2024","Visa Check  GOOGLE *EA Mobile g.co/helppay# CA 02/14/24 Card 3805","","","($24.99)","$291.36"
"02/14/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/14/24 Card 3805","","","($7.34)","$284.02"
"02/14/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/14/24 Card 3805","","","($16.17)","$267.85"
"02/14/2024","WAL WAL-MART SUPER 552422 2892 WAL-SAMS PARKER CO Card 3805","","","($22.61)","$245.24"
"02/15/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/15/24 Card 3805","","","($11.00)","$234.24"
"02/15/2024","Visa Check  DD DOORDASH SBARRO 855-973-1040 CA 02/15/24 Card 3805","","","($13.60)","$220.64"
"02/15/2024","FACTOR75 188-857-3572 IL Card 3805","","","($10.29)","$210.35"
"02/15/2024","FACTOR75 188-857-3572 IL Card 3805","","","($78.01)","$132.34"
"02/16/2024","Visa Check  QT 4206 INSIDE PARKER CO 02/15/24 Card 3805","","","($22.01)","$110.33"
"02/16/2024","Visa Check  GITHUB, INC. HTTPSGITHUB.C CA 02/16/24 Card 3805","","","($10.00)","$100.33"
"02/16/2024","Visa Check  HITS VAPE PARKER CO 02/15/24 Card 3805","","","($32.39)","$67.94"
"02/17/2024","Visa Check  API VENDMASSAGECHAIR ENGLEWOOD CO 02/16/24 Card 3805","","","($7.00)","$60.94"
"02/17/2024","WAL WAL-MART SUPER 311415 2892 WAL-SAMS PARKER CO Card 3805","","","($24.55)","$36.39"
"02/17/2024","Visa Check  IN-N-OUT LONE TREE LONE TREE CO 02/16/24 Card 3805","","","($17.31)","$19.08"
"02/17/2024","Visa Check  URBAN AIR PARK MEADOWS CENTENNIAL CO 02/16/24 Card 3805","","","($17.50)","$1.58"
"02/20/2024","IRS  TREAS 310  : TAX REF   : 9111036170","","","$280.00","$281.58"
"02/21/2024","Visa Check  GOOGLE *YouTube Music g.co/helppay# CA 02/21/24 Card 3805","","","($11.76)","$269.82"
"02/21/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/21/24 Card 3805","","","($22.87)","$246.95"
"02/22/2024","Withdrawal ENT CREDIT UNION 18700 COTTONWOOD DRIVE PARKER CO Card 3805","","","($80.00)","$166.95"
"02/23/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$717.62","$884.57"
"02/23/2024","Visa Check  TACO BELL 002643 PARKER CO 02/22/24 Card 3805","","","($6.45)","$878.12"
"02/23/2024","Visa Check  CHATGPT SUBSCRIPTION HTTPSOPENAI.C CA 02/23/24 Card 3805","","","($20.00)","$858.12"
"02/23/2024","Visa Check  7-ELEVEN 39421 PARKER CO 02/22/24 Card 3805","","","($24.84)","$833.28"
"02/24/2024","Visa Check  MCDONALD'S F13847 AURORA CO 02/23/24 Card 3805","","","($32.44)","$800.84"
"02/24/2024","Visa Check  DD DOORDASH COLONNASP 855-973-1040 CA 02/24/24 Card 3805","","","($29.87)","$770.97"
"02/24/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/24/24 Card 3805","","","($14.77)","$756.20"
"02/25/2024","STEAMGAMES.COM 42595229 Pending credit/return for $30.89 on card 3805","","","",""
"02/25/2024","Credit Voucher  STEAMGAMES.COM 42595229 425-8899642 WA 02/25/24 Card 3805","","","$30.89","$787.09"
"02/25/2024","Visa Check  TACO BELL 002643 PARKER CO 02/24/24 Card 3805","","","($11.61)","$775.48"
"02/25/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/25/24 Card 3805","","","($13.88)","$761.60"
"02/26/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/26/24 Card 3805","","","($11.32)","$750.28"
"02/26/2024","Visa Check  ORDER.NOODLES.COM HTTPSORDER.NO CO 02/26/24 Card 3805","","","($11.83)","$738.45"
"02/27/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/27/24 Card 3805","","","($16.60)","$721.85"
"02/27/2024","T SQUARE PARKER CO Card 3805","","","($6.00)","$715.85"
"02/28/2024","Visa Check  FREAKYS PARKER PARKER CO 02/27/24 Card 3805","","","($27.00)","$688.85"
"02/28/2024","Visa Check  CHIPOTLE 0059 PARKER CO 02/27/24 Card 3805","","","($9.83)","$679.02"
"02/28/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/28/24 Card 3805","","","($18.99)","$660.03"
"02/28/2024","Check #117 Withdrawal","","0000000117","($72.00)","$588.03"
"02/28/2024","Check #118 Withdrawal","","0000000118","($72.00)","$516.03"
"02/29/2024","Visa Check  DD DOORDASH COLONNASP 855-973-1040 CA 02/29/24 Card 3805","","","($30.87)","$485.16"
"02/29/2024","FACTOR75 188-857-3572 IL Card 3805","","","($78.01)","$407.15"
"02/29/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/29/24 Card 3805","","","($5.95)","$401.20"
"02/29/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 02/29/24 Card 3805","","","($12.68)","$388.52"
"02/29/2024","Amazon Prime*RW36M7IY1 Amzn.com/bill WA Card 3805","","","($16.19)","$372.33"
"02/29/2024","Deposit Dividend Tiered Rate APY Earned  0.04% 02/01/24 to 02/29/24","","","$0.01","$372.34"
"03/01/2024","Visa Check  CIRCLE K # 41166 AURORA CO 02/29/24 Card 3805","","","($25.32)","$347.02"
"03/01/2024","Visa Check  GOOGLE *GooglePlayStor g.co/helppay# CA 03/01/24 Card 3805","","","($19.99)","$327.03"
"03/02/2024","SQ *LAVA ISLAND SQUARE PURCHASE AURORA CO 7999 Card 3805","","","($7.56)","$319.47"
"03/02/2024","Visa Check  API VENDMASSAGECHAIR AURORA CO 03/01/24 Card 3805","","","($7.00)","$312.47"
"03/02/2024","Visa Check  JUS GRILL RESTAURANT HTTPSWWW.JUSG CO 03/02/24 Card 3805","","","($15.96)","$296.51"
"03/02/2024","Visa Check  ZEL*LAURA HOUCK Visa Direct AZ 03/03/24 Card 3805","","","($73.00)","$223.51"
"03/03/2024","Visa Check  MCDONALD'S F7462 PARKER CO 03/02/24 Card 3805","","","($15.74)","$207.77"
"03/03/2024","TARGET T-2458 15700 E Briarwood Cir Aurora CO Card 3805","","","($66.93)","$140.84"
"03/03/2024","T SQUARE PARKER CO Card 3805","","","($2.68)","$138.16"
"03/04/2024","Visa Check  SONIC DRIVE IN #4428 303-597-1530 CO 03/02/24 Card 3805","","","($12.51)","$125.65"
"03/04/2024","Visa Check  TST* GOLDEN FLAME HOT W 720-708-5834 CO 03/04/24 Card 3805","","","($30.76)","$94.89"
"03/04/2024","CO DEPT REVENUE  : COSTTAXRFD   : 3846000537","","","$1,312.00","$1,406.89"
"03/04/2024","AMAZON CORP  : SYF PAYMNT   : 9069872103","","","($258.75)","$1,148.14"
"03/04/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/04/24 Card 3805","","","($18.76)","$1,129.38"
"03/04/2024","Visa Check  7-ELEVEN 41543 PARKER CO 03/03/24 Card 3805","","","($4.27)","$1,125.11"
"03/04/2024","T SQUARE 17050 E MAIN STREE US PARKER CO 5541 Card 3805","","","($33.14)","$1,091.97"
"03/05/2024","Visa Check  DD DOORDASH MCDONALDS 855-973-1040 CA 03/05/24 Card 3805","","","($23.32)","$1,068.65"
"03/05/2024","Visa Check  DD DOORDASH MCDONALDS 855-973-1040 CA 03/05/24 Card 3805","","","($2.57)","$1,066.08"
"03/06/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/06/24 Card 3805","","","($5.04)","$1,061.04"
"03/06/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/06/24 Card 3805","","","($15.19)","$1,045.85"
"03/06/2024","Withdrawal ENT CREDIT UNION 8671 PARK MEADOWS CTR D LONE TREE CO Card 3805","","","($60.00)","$985.85"
"03/07/2024","Visa Check  SONIC DRIVE IN #4428 303-597-1530 CO 03/05/24 Card 3805","","","($11.64)","$974.21"
"03/07/2024","Visa Check  WALGREENS #5261 PARKER CO 03/06/24 Card 3805","","","($5.00)","$969.21"
"03/07/2024","FACTOR75 188-857-3572 IL Card 3805","","","($78.01)","$891.20"
"03/07/2024","Visa Check  PHILLIPS 66 - ROCKET 65 AURORA CO 03/07/24 Card 3805","","","($12.66)","$878.54"
"03/07/2024","Visa Check  McDonalds 7462 130-3841821 CO 03/07/24 Card 3805","","","($12.87)","$865.67"
"03/08/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$813.31","$1,678.98"
"03/09/2024","Visa Check  MCDONALD'S F27004 PARKER CO 03/08/24 Card 3805","","","($19.17)","$1,659.81"
"03/10/2024","T SQUARE PARKER CO Card 3805","","","($15.64)","$1,644.17"
